S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
25463,29/03/2022,Tamil Nadu,3452714,366,3414323,38025
25464,30/03/2022,Tamil Nadu,3452751,339,3414387,38025
25465,31/03/2022,Tamil Nadu,3452790,322,3414443,38025
25466,01/04/2022,Tamil Nadu,3452825,306,3414494,38025
25467,02/04/2022,Tamil Nadu,3452857,293,3414539,38025
25468,03/04/2022,Tamil Nadu,3452887,284,3414578,38025
25469,04/04/2022,Tamil Nadu,3452910,275,3414610,38025
25470,05/04/2022,Tamil Nadu,3452931,263,3414643,38025
25471,06/04/2022,Tamil Nadu,3452955,256,3414674,38025
25472,07/04/2022,Tamil Nadu,3452985,258,3414702,38025
25473,08/04/2022,Tamil Nadu,3453011,247,3414739,38025
25474,11/04/2022,Tamil Nadu,3453084,228,3414831,38025
25475,12/04/2022,Tamil Nadu,3453112,229,3414858,38025
25476,13/04/2022,Tamil Nadu,3453134,226,3414883,38025
25477,14/04/2022,Tamil Nadu,3453163,228,3414910,38025
25478,15/04/2022,Tamil Nadu,3453188,230,3414933,38025
25479,16/04/2022,Tamil Nadu,3453210,228,3414957,38025
25480,17/04/2022,Tamil Nadu,3453210,228,3414957,38025
25481,18/04/2022,Tamil Nadu,3453233,225,3414983,38025
25482,21/04/2022,Tamil Nadu,3453351,243,3415083,38025
25483,22/04/2022,Tamil Nadu,3453390,256,3415109,38025
25484,23/04/2022,Tamil Nadu,3453447,286,3415136,38025
25485,24/04/2022,Tamil Nadu,3453500,310,3415165,38025
25486,25/04/2022,Tamil Nadu,3453552,334,3415193,38025
25487,26/04/2022,Tamil Nadu,3453607,362,3415220,38025
25488,27/04/2022,Tamil Nadu,3453679,404,3415250,38025
25489,28/04/2022,Tamil Nadu,3453756,447,3415284,38025
25490,29/04/2022,Tamil Nadu,3453829,488,3415316,38025
25491,30/04/2022,Tamil Nadu,3453883,507,3415351,38025
25492,01/05/2022,Tamil Nadu,3453932,513,3415394,38025
25493,02/05/2022,Tamil Nadu,3453979,514,3415440,38025
25494,03/05/2022,Tamil Nadu,3454019,505,3415489,38025
25495,04/05/2022,Tamil Nadu,3454058,488,3415545,38025
25496,05/05/2022,Tamil Nadu,3454095,467,3415603,38025
25497,06/05/2022,Tamil Nadu,3454153,466,3415662,38025
25498,07/05/2022,Tamil Nadu,3454217,474,3415718,38025
25499,08/05/2022,Tamil Nadu,3454306,499,3415782,38025
25500,10/05/2022,Tamil Nadu,3454391,454,3415912,38025
25501,11/05/2022,Tamil Nadu,3454431,441,3415965,38025
25502,12/05/2022,Tamil Nadu,3454470,439,3416006,38025
25503,13/05/2022,Tamil Nadu,3454512,438,3416049,38025
25504,14/05/2022,Tamil Nadu,3454556,424,3416107,38025
25505,16/05/2022,Tamil Nadu,3454621,359,3416237,38025
25506,17/05/2022,Tamil Nadu,3454652,332,3416295,38025
25507,18/05/2022,Tamil Nadu,3454686,324,3416337,38025
25508,19/05/2022,Tamil Nadu,3454722,321,3416376,38025
25509,20/05/2022,Tamil Nadu,3454764,322,3416417,38025
25510,21/05/2022,Tamil Nadu,3454801,315,3416461,38025
25511,22/05/2022,Tamil Nadu,3454847,321,3416501,38025
25512,23/05/2022,Tamil Nadu,3454890,328,3416537,38025
25513,24/05/2022,Tamil Nadu,3454925,331,3416569,38025
25514,25/05/2022,Tamil Nadu,3454984,354,3416605,38025
25515,26/05/2022,Tamil Nadu,3455040,371,3416644,38025
25516,27/05/2022,Tamil Nadu,3455099,387,3416687,38025
25517,28/05/2022,Tamil Nadu,3455154,401,3416728,38025
25518,29/05/2022,Tamil Nadu,3455210,412,3416773,38025
25519,30/05/2022,Tamil Nadu,3455287,448,3416814,38025
25520,31/05/2022,Tamil Nadu,3455376,493,3416858,38025
25521,01/06/2022,Tamil Nadu,3455474,542,3416907,38025
25522,02/06/2022,Tamil Nadu,3455613,629,3416959,38025
25523,03/06/2022,Tamil Nadu,3455758,711,3417022,38025
25524,04/06/2022,Tamil Nadu,3455871,756,3417090,38025
25525,05/06/2022,Tamil Nadu,3455976,799,3417152,38025
25526,06/06/2022,Tamil Nadu,3456083,836,3417222,38025
25527,07/06/2022,Tamil Nadu,3456173,862,3417286,38025
25528,09/06/2022,Tamil Nadu,3456512,1021,3417466,38025
25529,10/06/2022,Tamil Nadu,3456697,1077,3417595,38025
25530,11/06/2022,Tamil Nadu,3456916,1159,3417732,38025
25531,12/06/2022,Tamil Nadu,3457133,1231,3417877,38025
25532,13/06/2022,Tamil Nadu,3457382,1332,3418025,38025
25533,14/06/2022,Tamil Nadu,3457637,1453,3418159,38025
25534,15/06/2022,Tamil Nadu,3457969,1632,3418312,38025
25535,16/06/2022,Tamil Nadu,3458445,1938,3418481,38026
25536,17/06/2022,Tamil Nadu,3458997,2313,3418658,38026
25537,18/06/2022,Tamil Nadu,3459586,2694,3418866,38026
25538,19/06/2022,Tamil Nadu,3460182,3073,3419083,38026
25539,20/06/2022,Tamil Nadu,3460874,3522,3419326,38026
25540,21/06/2022,Tamil Nadu,3461560,3951,3419583,38026
25541,22/06/2022,Tamil Nadu,3462297,4366,3419905,38026
25542,23/06/2022,Tamil Nadu,3463068,4678,3420364,38026
25543,24/06/2022,Tamil Nadu,3464131,5174,3420931,38026
25544,25/06/2022,Tamil Nadu,3465490,5912,3421552,38026
25545,26/06/2022,Tamil Nadu,3466872,6677,3422169,38026
25546,27/06/2022,Tamil Nadu,3468344,7458,3422860,38026
25547,28/06/2022,Tamil Nadu,3469805,8222,3423557,38026
25548,29/06/2022,Tamil Nadu,3471289,8970,3424293,38026
25549,30/06/2022,Tamil Nadu,3473116,10033,3425057,38026
25550,01/01/1970,Telangana,678288,3846,670435,4007
25551,21/12/2014,Telangana,678478,3837,670633,4008
25552,21/12/2015,Telangana,678688,3833,670846,4009
25553,12/03/2020,Telangana,1,1,0,0
25554,13/03/2020,Telangana,1,1,0,0
25555,14/03/2020,Telangana,1,1,0,0
25556,15/03/2020,Telangana,3,2,1,0
25557,16/03/2020,Telangana,3,2,1,0
25558,17/03/2020,Telangana,5,4,1,0
25559,18/03/2020,Telangana,5,4,1,0
25560,19/03/2020,Telangana,6,5,1,0
25561,20/03/2020,Telangana,16,15,1,0
25562,21/03/2020,Telangana,19,18,1,0
25563,22/03/2020,Telangana,22,21,1,0
25564,23/03/2020,Telangana,32,31,1,0
25565,24/03/2020,Telangana,32,31,1,0
25566,25/03/2020,Telangana,35,34,1,0
25567,26/03/2020,Telangana,41,40,1,0
25568,27/03/2020,Telangana,45,44,1,0
25569,28/03/2020,Telangana,56,55,1,0
25570,29/03/2020,Telangana,66,64,1,1
25571,30/03/2020,Telangana,69,67,1,1
25572,31/03/2020,Telangana,79,77,1,1
25573,01/04/2020,Telangana,94,90,1,3
25574,02/04/2020,Telangana,96,92,1,3
25575,03/04/2020,Telangana,107,103,1,3
25576,04/04/2020,Telangana,158,150,1,7
25577,05/04/2020,Telangana,269,230,32,7
25578,06/04/2020,Telangana,321,280,34,7
25579,07/04/2020,Telangana,321,280,34,7
25580,08/04/2020,Telangana,364,322,35,7
25581,09/04/2020,Telangana,427,385,35,7
25582,10/04/2020,Telangana,442,400,35,7
25583,11/04/2020,Telangana,473,423,43,7
25584,12/04/2020,Telangana,504,452,43,9
25585,13/04/2020,Telangana,504,452,43,9
25586,14/04/2020,Telangana,562,446,100,16
25587,15/04/2020,Telangana,624,507,100,17
25588,16/04/2020,Telangana,647,509,120,18
25589,17/04/2020,Telangana,700,496,186,18
25590,18/04/2020,Telangana,766,562,186,18
25591,19/04/2020,Telangana,809,605,186,18
25592,20/04/2020,Telangana,844,640,186,18
25593,21/04/2020,Telangana,873,660,190,23
25594,22/04/2020,Telangana,928,711,194,23
25595,23/04/2020,Telangana,945,728,194,23
25596,24/04/2020,Telangana,960,739,197,24
25597,25/04/2020,Telangana,984,705,253,26
25598,26/04/2020,Telangana,991,685,280,26
25599,27/04/2020,Telangana,1002,696,280,26
25600,28/04/2020,Telangana,1004,657,321,26
25601,29/04/2020,Telangana,1004,657,321,26
25602,30/04/2020,Telangana,1012,619,367,26
25603,01/05/2020,Telangana,1038,615,397,26
25604,02/05/2020,Telangana,1039,572,441,26
25605,03/05/2020,Telangana,1063,577,458,28
25606,04/05/2020,Telangana,1082,563,490,29
25607,05/05/2020,Telangana,1085,471,585,29
25608,06/05/2020,Telangana,1096,482,585,29
25609,07/05/2020,Telangana,1107,450,628,29
25610,08/05/2020,Telangana,1123,444,650,29
25611,09/05/2020,Telangana,1133,404,700,29
25612,10/05/2020,Telangana,1163,383,750,30
25613,11/05/2020,Telangana,1196,416,750,30
25614,12/05/2020,Telangana,1275,445,800,30
25615,13/05/2020,Telangana,1326,464,830,32
25616,14/05/2020,Telangana,1367,393,940,34
25617,15/05/2020,Telangana,1414,430,950,34
25618,16/05/2020,Telangana,1454,461,959,34
25619,17/05/2020,Telangana,1509,504,971,34
25620,18/05/2020,Telangana,1551,525,992,34
25621,19/05/2020,Telangana,1597,562,1000,35
25622,20/05/2020,Telangana,1634,586,1010,38
25623,21/05/2020,Telangana,1661,606,1015,40
25624,22/05/2020,Telangana,1699,619,1035,45
25625,23/05/2020,Telangana,1761,673,1043,45
25626,24/05/2020,Telangana,1813,699,1065,49
25627,25/05/2020,Telangana,1854,711,1090,53
25628,26/05/2020,Telangana,1920,700,1164,56
25629,27/05/2020,Telangana,1991,650,1284,57
25630,28/05/2020,Telangana,2098,751,1284,63
25631,29/05/2020,Telangana,2256,844,1345,67
25632,30/05/2020,Telangana,2425,973,1381,71
25633,31/05/2020,Telangana,2499,1010,1412,77
25634,01/06/2020,Telangana,2698,1188,1428,82
25635,02/06/2020,Telangana,2792,1213,1491,88
25636,03/06/2020,Telangana,2891,1273,1526,92
25637,04/06/2020,Telangana,3020,1365,1556,99
25638,05/06/2020,Telangana,3147,1455,1587,105
25639,06/06/2020,Telangana,3290,1550,1627,113
25640,07/06/2020,Telangana,3496,1663,1710,123
25641,08/06/2020,Telangana,3580,1747,1710,123
25642,09/06/2020,Telangana,3650,1803,1710,137
25643,10/06/2020,Telangana,3920,1963,1809,148
25644,11/06/2020,Telangana,4111,2138,1817,156
25645,12/06/2020,Telangana,4320,2162,1993,165
25646,13/06/2020,Telangana,4484,2032,2278,174
25647,14/06/2020,Telangana,4737,2203,2352,182
25648,15/06/2020,Telangana,4974,2412,2377,185
25649,16/06/2020,Telangana,5193,2240,2766,187
25650,17/06/2020,Telangana,5406,2188,3027,191
25651,18/06/2020,Telangana,5675,2412,3071,192
25652,19/06/2020,Telangana,6027,2531,3301,195
25653,20/06/2020,Telangana,6526,2975,3353,198
25654,21/06/2020,Telangana,7072,3363,3506,203
25655,22/06/2020,Telangana,7802,3861,3731,210
25656,23/06/2020,Telangana,8674,4452,4005,217
25657,24/06/2020,Telangana,9553,5109,4224,220
25658,25/06/2020,Telangana,10444,5858,4361,225
25659,26/06/2020,Telangana,11364,6446,4688,230
25660,27/06/2020,Telangana,12349,7346,4766,237
25661,28/06/2020,Telangana,13436,8265,4928,243
25662,29/06/2020,Telangana,14419,9000,5172,247
25663,30/06/2020,Telangana,15394,9559,5582,253
25664,01/07/2020,Telangana,16339,8785,7294,260
25665,02/07/2020,Telangana,17357,9008,8082,267
25666,03/07/2020,Telangana,18570,9226,9069,275
25667,04/07/2020,Telangana,20462,9984,10195,283
25668,05/07/2020,Telangana,22312,10487,11537,288
25669,06/07/2020,Telangana,23902,10904,12703,295
25670,07/07/2020,Telangana,25733,10646,14781,306
25671,08/07/2020,Telangana,27612,11012,16287,313
25672,09/07/2020,Telangana,29536,11933,17279,324
25673,10/07/2020,Telangana,30946,12423,18192,331
25674,11/07/2020,Telangana,32224,12680,19205,339
25675,12/07/2020,Telangana,33402,12135,20919,348
25676,13/07/2020,Telangana,34671,11833,22482,356
25677,14/07/2020,Telangana,36221,12177,23679,365
25678,15/07/2020,Telangana,37745,12530,24840,375
25679,16/07/2020,Telangana,39342,12957,25999,386
25680,17/07/2020,Telangana,41018,13327,27295,396
25681,18/07/2020,Telangana,42496,13388,28705,403
25682,19/07/2020,Telangana,43780,12764,30607,409
25683,20/07/2020,Telangana,45076,12223,32438,415
25684,21/07/2020,Telangana,46274,11529,34323,422
25685,22/07/2020,Telangana,47705,9891,37385,429
25686,23/07/2020,Telangana,49259,11155,37666,438
25687,24/07/2020,Telangana,50826,11052,39327,447
25688,25/07/2020,Telangana,52466,11677,40334,455
25689,26/07/2020,Telangana,52466,11677,40334,455
25690,27/07/2020,Telangana,54059,12264,41332,463
25691,28/07/2020,Telangana,57142,13753,42909,480
25692,29/07/2020,Telangana,57142,13753,42909,480
25693,30/07/2020,Telangana,58906,14663,43751,492
25694,31/07/2020,Telangana,60717,15640,44572,505
25695,01/08/2020,Telangana,62703,16796,45388,519
25696,02/08/2020,Telangana,64786,17754,46502,530
25697,03/08/2020,Telangana,66677,18547,47590,540
25698,04/08/2020,Telangana,68946,18708,49675,563
25699,05/08/2020,Telangana,70958,19568,50814,576
25700,06/08/2020,Telangana,73050,20358,52103,589
25701,07/08/2020,Telangana,75257,21417,53239,601
25702,08/08/2020,Telangana,77513,22568,54330,615
25703,09/08/2020,Telangana,79495,22869,55999,627
25704,10/08/2020,Telangana,80751,22528,57586,637
25705,11/08/2020,Telangana,82647,22628,59374,645
25706,12/08/2020,Telangana,84544,22596,61294,654
25707,13/08/2020,Telangana,86475,22736,63074,665
25708,14/08/2020,Telangana,88396,23438,64284,674
25709,15/08/2020,Telangana,90259,23379,66196,684
25710,16/08/2020,Telangana,91361,22542,68126,693
25711,17/08/2020,Telangana,92255,21420,70132,703
25712,18/08/2020,Telangana,93937,21024,72202,711
25713,19/08/2020,Telangana,95700,20990,73991,719
25714,20/08/2020,Telangana,97424,21509,75186,729
25715,21/08/2020,Telangana,99391,21687,76967,737
25716,22/08/2020,Telangana,101865,22386,78735,744
25717,23/08/2020,Telangana,104249,22908,80586,755
25718,24/08/2020,Telangana,106091,22919,82411,761
25719,25/08/2020,Telangana,108670,23737,84163,770
25720,26/08/2020,Telangana,111688,25685,85223,780
25721,27/08/2020,Telangana,114483,27600,86095,788
25722,28/08/2020,Telangana,117415,28941,87675,799
25723,29/08/2020,Telangana,120166,30008,89350,808
25724,30/08/2020,Telangana,123090,31284,90988,818
25725,31/08/2020,Telangana,124963,31299,92837,827
25726,01/09/2020,Telangana,127697,31699,95162,836
25727,02/09/2020,Telangana,130589,32341,97402,846
25728,03/09/2020,Telangana,133406,32537,100013,856
25729,04/09/2020,Telangana,135884,32994,102024,866
25730,05/09/2020,Telangana,138395,32915,104603,877
25731,06/09/2020,Telangana,140969,32553,107530,886
25732,07/09/2020,Telangana,142771,31635,110241,895
25733,08/09/2020,Telangana,145163,31670,112587,906
25734,09/09/2020,Telangana,147642,31654,115072,916
25735,10/09/2020,Telangana,150176,32106,117143,927
25736,11/09/2020,Telangana,152602,32195,119467,940
25737,12/09/2020,Telangana,154880,32005,121925,950
25738,13/09/2020,Telangana,157096,31607,124528,961
25739,14/09/2020,Telangana,158513,30532,127007,974
25740,15/09/2020,Telangana,160571,30400,129187,984
25741,16/09/2020,Telangana,162844,30401,131447,996
25742,17/09/2020,Telangana,165003,30443,133555,1005
25743,18/09/2020,Telangana,167046,30673,135357,1016
25744,19/09/2020,Telangana,169169,30636,137508,1025
25745,20/09/2020,Telangana,171306,30573,139700,1033
25746,21/09/2020,Telangana,172608,29636,141930,1042
25747,22/09/2020,Telangana,174774,29649,144073,1052
25748,23/09/2020,Telangana,177070,29873,146135,1062
25749,24/09/2020,Telangana,179246,30037,148139,1070
25750,25/09/2020,Telangana,181627,30387,150160,1080
25751,26/09/2020,Telangana,183866,30334,152441,1091
25752,27/09/2020,Telangana,185833,30234,154499,1100
25753,28/09/2020,Telangana,187211,29673,156431,1107
25754,29/09/2020,Telangana,189283,29477,158690,1116
25755,30/09/2020,Telangana,191386,29326,160933,1127
25756,01/10/2020,Telangana,193600,29058,163407,1135
25757,02/10/2020,Telangana,195609,28620,165844,1145
25758,03/10/2020,Telangana,197327,28328,167846,1153
25759,04/10/2020,Telangana,199276,27901,170212,1163
25760,05/10/2020,Telangana,200611,27052,172388,1171
25761,06/10/2020,Telangana,202594,26644,174769,1181
25762,07/10/2020,Telangana,204748,26551,177008,1189
25763,08/10/2020,Telangana,206644,26368,179075,1201
25764,09/10/2020,Telangana,208535,26374,180953,1208
25765,10/10/2020,Telangana,210346,26104,183025,1217
25766,11/10/2020,Telangana,212063,25713,185128,1222
25767,12/10/2020,Telangana,213084,24514,187342,1228
25768,13/10/2020,Telangana,214792,24208,189351,1233
25769,14/10/2020,Telangana,216238,23728,191269,1241
25770,15/10/2020,Telangana,217670,23203,193218,1249
25771,16/10/2020,Telangana,219224,23315,194653,1256
25772,17/10/2020,Telangana,220675,22774,196636,1265
25773,18/10/2020,Telangana,222111,22050,198790,1271
25774,19/10/2020,Telangana,223059,21098,200686,1275
25775,20/10/2020,Telangana,224545,20686,202577,1282
25776,21/10/2020,Telangana,226124,20449,204388,1287
25777,22/10/2020,Telangana,227580,20183,206105,1292
25778,23/10/2020,Telangana,229001,20377,207326,1298
25779,24/10/2020,Telangana,230274,19937,209034,1303
25780,25/10/2020,Telangana,231252,19465,210480,1307
25781,26/10/2020,Telangana,231834,18611,211912,1311
25782,27/10/2020,Telangana,232671,17890,213466,1315
25783,28/10/2020,Telangana,234152,17916,214917,1319
25784,29/10/2020,Telangana,235656,17979,216353,1324
25785,30/10/2020,Telangana,237187,18456,217401,1330
25786,31/10/2020,Telangana,238632,18409,218887,1336
25787,01/11/2020,Telangana,240048,18241,220466,1341
25788,02/11/2020,Telangana,240970,17630,221992,1348
25789,03/11/2020,Telangana,242506,17742,223413,1351
25790,04/11/2020,Telangana,244143,18100,224686,1357
25791,05/11/2020,Telangana,245682,18656,225664,1362
25792,06/11/2020,Telangana,247284,19272,226646,1366
25793,07/11/2020,Telangana,248891,19936,227583,1372
25794,08/11/2020,Telangana,250331,19890,229064,1377
25795,09/11/2020,Telangana,251188,19239,230568,1381
25796,10/11/2020,Telangana,252455,18581,232489,1385
25797,11/11/2020,Telangana,253651,18027,234234,1390
25798,12/11/2020,Telangana,254666,17323,235950,1393
25799,13/11/2020,Telangana,255663,17094,237172,1397
25800,14/11/2020,Telangana,256713,16404,238908,1401
25801,15/11/2020,Telangana,257374,15425,240545,1404
25802,16/11/2020,Telangana,257876,14385,242084,1407
25803,17/11/2020,Telangana,258828,13732,243686,1410
25804,18/11/2020,Telangana,259776,13068,245293,1415
25805,19/11/2020,Telangana,260834,12682,246733,1419
25806,20/11/2020,Telangana,261728,12515,247790,1423
25807,21/11/2020,Telangana,262653,12070,249157,1426
25808,22/11/2020,Telangana,263526,11643,250453,1430
25809,23/11/2020,Telangana,264128,11227,251468,1433
25810,24/11/2020,Telangana,265049,11047,252565,1437
25811,25/11/2020,Telangana,266042,10886,253715,1441
25812,26/11/2020,Telangana,266904,10784,254676,1444
25813,27/11/2020,Telangana,267665,10839,255378,1448
25814,28/11/2020,Telangana,268418,10637,256330,1451
25815,29/11/2020,Telangana,269223,10490,257278,1455
25816,30/11/2020,Telangana,269816,10022,258336,1458
25817,01/12/2020,Telangana,270318,9627,259230,1461
25818,02/12/2020,Telangana,270883,9266,260155,1462
25819,03/12/2020,Telangana,271492,8999,261028,1465
25820,04/12/2020,Telangana,272123,8826,261830,1467
25821,05/12/2020,Telangana,272719,8498,262751,1470
25822,06/12/2020,Telangana,273341,8125,263744,1472
25823,07/12/2020,Telangana,273858,7778,264606,1474
25824,08/12/2020,Telangana,274540,7696,265367,1477
25825,09/12/2020,Telangana,275261,7661,266120,1480
25826,10/12/2020,Telangana,275904,7497,266925,1482
25827,11/12/2020,Telangana,276516,7604,267427,1485
25828,12/12/2020,Telangana,277151,7670,267992,1489
25829,13/12/2020,Telangana,277724,7630,268601,1493
25830,14/12/2020,Telangana,278108,7380,269232,1496
25831,15/12/2020,Telangana,278599,7272,269828,1499
25832,17/12/2020,Telangana,279644,7172,270967,1505
25833,18/12/2020,Telangana,280195,7040,271649,1506
25834,19/12/2020,Telangana,280822,6942,272370,1510
25835,20/12/2020,Telangana,281414,6888,273013,1513
25836,21/12/2020,Telangana,281730,6590,273625,1515
25837,22/12/2020,Telangana,282347,6569,274260,1518
25838,23/12/2020,Telangana,282982,6627,274833,1522
25839,24/12/2020,Telangana,283556,6815,275217,1524
25840,25/12/2020,Telangana,284074,6839,275708,1527
25841,26/12/2020,Telangana,284391,6618,276244,1529
25842,27/12/2020,Telangana,284863,6579,276753,1531
25843,28/12/2020,Telangana,285068,6231,277304,1533
25844,29/12/2020,Telangana,285465,5999,277931,1535
25845,30/12/2020,Telangana,285939,5878,278523,1538
25846,31/12/2020,Telangana,286354,5974,278839,1541
25847,03/01/2021,Telangana,287502,5388,280565,1549
25848,04/01/2021,Telangana,287740,5106,281083,1551
25849,05/01/2021,Telangana,287993,5039,281400,1554
25850,06/01/2021,Telangana,288410,4982,281872,1556
25851,07/01/2021,Telangana,288789,5053,282177,1559
25852,08/01/2021,Telangana,289135,5000,282574,1561
25853,09/01/2021,Telangana,289433,4822,283048,1563
25854,10/01/2021,Telangana,289784,4756,283463,1565
25855,11/01/2021,Telangana,290008,4518,283924,1566
25856,12/01/2021,Telangana,290309,4524,284217,1568
25857,13/01/2021,Telangana,290640,4458,284611,1571
25858,14/01/2021,Telangana,290916,4495,284849,1572
25859,15/01/2021,Telangana,291118,4442,285102,1574
25860,16/01/2021,Telangana,291367,4273,285519,1575
25861,17/01/2021,Telangana,291666,4191,285898,1577
25862,18/01/2021,Telangana,291872,4049,286244,1579
25863,19/01/2021,Telangana,292128,4005,286542,1581
25864,20/01/2021,Telangana,292395,3919,286893,1583
25865,21/01/2021,Telangana,292621,3920,287117,1584
25866,22/01/2021,Telangana,292835,3781,287468,1586
25867,23/01/2021,Telangana,293056,3569,287899,1588
25868,24/01/2021,Telangana,293253,3389,288275,1589
25869,25/01/2021,Telangana,293401,3234,288577,1590
25870,27/01/2021,Telangana,293737,2819,289325,1593
25871,28/01/2021,Telangana,293923,2698,289631,1594
25872,29/01/2021,Telangana,294120,2537,289987,1596
25873,30/01/2021,Telangana,294306,2354,290354,1598
25874,31/01/2021,Telangana,294469,2240,290630,1599
25875,01/02/2021,Telangana,294587,2092,290894,1601
25876,02/02/2021,Telangana,294739,2022,291115,1602
25877,03/02/2021,Telangana,294924,2008,291312,1604
25878,04/02/2021,Telangana,295101,1985,291510,1606
